carat,cut,color,clarity,depth,table,x,y,z,price
1.49,Very Good,G,SI2,62.5,58.0,7.2,7.26,4.52,7773
1.51,Ideal,H,SI1,62.7,56.0,7.32,7.38,4.61,9694
0.91,Premium,D,SI1,60.2,60.0,6.25,6.3,3.78,4429
0.3,Ideal,E,VVS1,62.0,57.0,4.29,4.32,2.67,844
0.35,Premium,G,VS1,61.2,58.0,4.54,4.51,2.77,906
0.32,Very Good,E,VVS1,60.8,58.0,4.38,4.41,2.67,954
0.31,Premium,G,VS1,61.2,59.0,4.37,4.35,2.67,802
0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,1413
0.71,Very Good,I,VS2,61.4,56.0,5.73,5.79,3.53,2219
0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1802
0.33,Premium,F,VVS2,62.5,59.0,4.47,4.4,2.77,1040
0.35,Premium,H,SI1,61.3,55.0,4.58,4.55,2.8,647
1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,13904
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,478
0.9,Very Good,E,SI1,62.9,57.0,6.11,6.17,3.86,3510
0.32,Premium,J,SI1,63.0,58.0,4.35,4.32,2.73,480
0.49,Good,F,VS1,63.6,59.0,4.95,4.92,3.14,1426
0.27,Ideal,F,VS2,60.3,56.0,4.21,4.25,2.55,470
0.31,Premium,D,SI1,61.4,58.0,4.33,4.36,2.67,571
1.01,Premium,G,SI1,62.6,60.0,6.39,6.35,3.99,4338
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,373
0.96,Very Good,F,SI2,60.9,57.0,6.38,6.42,3.9,4142
1.53,Premium,G,VS2,61.8,59.0,7.31,7.45,4.56,12602
0.61,Very Good,G,IF,63.0,58.0,5.36,5.43,3.4,2411
2.2,Ideal,H,VS2,61.7,55.0,8.41,8.38,5.18,17460
1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,6279
0.31,Ideal,F,VS1,60.6,56.0,4.42,4.39,2.67,872
1.21,Ideal,G,VVS1,61.0,57.0,6.93,6.87,4.21,10482
1.1,Very Good,I,SI2,60.5,59.0,6.65,6.71,4.04,4202
0.92,Premium,F,SI1,61.8,59.0,6.21,6.25,3.85,4037
1.52,Ideal,E,SI1,62.0,56.0,7.36,7.34,4.56,12907
0.71,Good,G,VS2,58.9,61.0,5.81,5.84,3.43,2649
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,828
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,9077
0.39,Very Good,G,VS2,63.4,57.0,4.67,4.63,2.95,1009
1.01,Very Good,E,SI1,62.9,59.0,6.3,6.38,3.99,4766
0.3,Ideal,E,VVS2,61.4,55.0,4.34,4.36,2.67,1053
0.3,Good,E,VVS2,59.8,64.0,4.34,4.29,2.58,814
1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4224
1.06,Very Good,G,VS2,59.8,58.0,6.64,6.7,3.99,6818
0.3,Ideal,E,VS1,62.5,56.0,4.27,4.31,2.68,694
0.7,Premium,I,VVS1,59.1,60.0,5.8,5.77,3.42,2536
0.41,Ideal,G,VS1,61.4,55.0,4.78,4.8,2.94,899
0.32,Good,H,SI2,63.2,55.0,4.34,4.36,2.75,393
0.9,Good,G,VS1,63.7,56.0,6.15,6.07,3.89,4460
0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,1009
1.0,Ideal,F,SI1,61.5,57.0,6.41,6.46,3.96,5197
0.42,Ideal,F,VVS1,61.5,56.0,4.85,4.87,2.99,1223
0.32,Ideal,F,VS2,61.6,57.0,4.43,4.4,2.72,828
2.35,Premium,H,SI2,62.3,58.0,8.51,8.44,5.28,16340
1.04,Very Good,E,SI1,63.5,56.0,6.41,6.37,4.06,5381
0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
0.72,Ideal,G,SI2,62.5,57.0,5.71,5.75,3.58,2079
1.02,Ideal,E,SI2,61.6,56.0,6.55,6.48,3.99,4547
0.63,Premium,E,VVS2,62.1,57.0,5.48,5.41,3.38,2789
0.4,Very Good,E,SI1,62.2,54.4,4.72,4.76,2.95,837
1.52,Very Good,F,VVS2,63.7,57.0,7.28,7.31,4.65,16786
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1899
2.15,Ideal,H,SI1,61.5,60.0,8.17,8.29,5.06,18470
0.4,Premium,F,VS2,61.6,58.0,4.75,4.8,2.94,842
0.58,Ideal,F,VS1,62.2,55.0,5.34,5.37,3.33,1899
1.04,Premium,H,SI1,59.5,58.0,6.67,6.58,3.94,4980
0.7,Very Good,E,SI1,59.6,63.0,5.72,5.65,3.39,2396
1.32,Fair,H,I1,65.8,55.0,6.87,6.83,4.51,4140
0.4,Very Good,I,VVS2,63.7,58.0,4.64,4.68,2.97,782
0.23,Very Good,E,VVS2,60.2,57.0,3.99,4.05,2.42,465
1.06,Ideal,G,SI1,62.9,56.0,6.52,6.49,4.09,5461
0.42,Ideal,G,VVS2,62.7,57.0,4.73,4.78,2.98,938
0.24,Very Good,F,VS1,59.9,58.0,4.02,4.06,2.42,419
0.9,Very Good,I,SI2,61.5,61.0,6.13,6.16,3.78,3057
0.34,Ideal,E,VS2,62.6,55.0,4.43,4.45,2.78,745
2.02,Premium,G,SI2,60.1,59.0,8.29,8.21,4.96,17099
2.06,Ideal,I,VS2,62.2,55.0,8.15,8.19,5.08,18779
2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,16769
1.03,Premium,G,VS2,63.0,59.0,6.45,6.4,4.05,5826
0.41,Ideal,F,VS2,62.1,56.0,4.74,4.79,2.96,863
2.41,Good,I,SI2,57.7,61.0,8.87,8.83,5.11,17923
0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95,1186
1.5,Ideal,H,VS1,61.0,56.8,7.36,7.4,4.5,11557
0.33,Very Good,G,VVS2,60.0,63.0,4.49,4.45,2.68,965
1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
0.31,Premium,G,SI1,62.4,55.0,4.34,4.31,2.7,593
1.01,Good,E,VS1,63.8,55.0,6.41,6.32,4.06,7665
0.51,Good,J,SI1,63.9,55.0,5.01,4.97,3.19,1071
1.01,Premium,F,SI2,59.2,58.0,6.5,6.47,0.0,3837
2.07,Ideal,I,SI2,61.6,56.0,8.16,8.18,5.04,13879
1.1,Ideal,H,SI1,61.4,55.0,6.68,6.7,4.11,5424
0.74,Premium,E,SI2,61.3,59.0,5.83,5.78,3.56,2527
1.53,Very Good,J,VS1,59.5,60.0,7.55,7.65,4.52,7677
0.56,Premium,E,VS2,61.0,62.0,5.36,5.28,3.24,1882
2.11,Very Good,D,SI2,60.9,60.0,8.21,8.28,5.02,18407
1.51,Good,I,SI1,63.7,61.0,7.11,7.15,4.54,8097
0.51,Ideal,E,VS2,61.9,55.0,5.17,5.13,3.19,1781
0.7,Ideal,E,VS1,62.6,55.0,5.66,5.69,3.55,3167
1.71,Very Good,J,VS1,61.2,59.0,7.65,7.72,4.7,9707
1.23,Premium,I,SI1,62.0,57.0,6.91,6.83,4.26,5717
0.41,Good,F,I1,63.8,57.0,4.69,4.72,3.0,503
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2582
0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
0.42,Good,F,SI1,63.1,56.0,4.79,4.82,3.03,722
0.3,Premium,I,VVS2,61.0,60.0,4.3,4.36,2.64,526
1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,15840
0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,4255
1.03,Ideal,F,IF,61.3,56.0,6.53,6.55,4.01,11365
0.3,Ideal,F,SI1,61.2,55.0,4.35,4.37,2.67,609
1.51,Ideal,H,VS1,62.6,56.0,7.28,7.32,4.57,11580
0.39,Premium,E,VS2,62.5,60.0,4.67,4.64,2.91,951
0.76,Very Good,D,SI2,59.1,63.0,5.91,5.84,3.47,2006
0.32,Very Good,F,VS1,60.0,62.0,4.44,4.49,2.68,798
1.02,Premium,D,SI2,60.9,61.0,6.39,6.31,3.87,4381
2.08,Ideal,G,SI2,61.8,56.0,8.22,8.18,5.07,18124
2.22,Premium,I,SI1,59.9,59.0,8.46,8.41,5.05,18432
0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,982
1.2,Good,G,VS2,57.8,59.0,7.06,7.0,4.06,8032
1.57,Ideal,J,SI1,62.3,57.0,7.45,7.39,4.62,7737
1.2,Ideal,G,VVS2,61.2,56.0,6.92,6.89,4.23,10846
0.73,Very Good,F,SI1,61.7,60.0,5.79,5.82,3.58,2771
1.0,Very Good,E,SI1,63.7,55.0,6.35,6.4,4.06,5413
0.37,Ideal,G,SI1,61.8,55.0,4.62,4.64,2.86,745
0.71,Very Good,J,SI1,59.2,58.0,5.86,5.9,3.48,1932
0.41,Premium,H,SI1,60.0,61.0,4.83,4.77,2.88,876
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,579
1.04,Ideal,F,SI2,61.8,56.0,6.53,6.49,4.02,4630
1.24,Premium,I,SI1,58.9,59.0,7.08,7.02,4.15,5972
1.01,Very Good,I,SI1,61.2,59.0,6.34,6.44,3.92,4243
1.32,Ideal,F,SI1,61.6,56.0,7.11,7.05,4.36,7079
0.31,Ideal,I,VS2,61.4,55.0,4.35,4.41,2.69,452
0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,857
2.02,Good,F,SI2,57.1,60.0,8.31,8.25,4.73,12615
2.03,Very Good,G,SI2,62.7,55.0,8.07,8.14,5.08,17752
0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1826
0.52,Premium,E,SI1,60.3,58.0,5.2,5.24,3.15,1369
0.24,Very Good,F,VVS2,62.3,58.0,3.95,3.98,2.47,552
1.02,Ideal,H,SI1,59.8,58.0,6.56,6.58,3.93,5505
1.15,Good,F,SI2,63.8,57.0,6.65,6.6,4.23,4437
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4897
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1013
0.55,Ideal,E,VS2,61.4,56.0,5.32,5.26,3.25,1792
0.3,Premium,H,VS1,62.2,60.0,4.29,4.23,2.65,675
0.83,Ideal,F,SI2,59.5,57.0,6.13,6.1,3.64,2386
1.01,Premium,D,SI1,58.1,61.0,6.66,6.59,3.85,5147
0.32,Ideal,H,VS1,63.0,57.0,4.39,4.37,2.76,720
0.73,Ideal,H,IF,61.4,59.0,5.77,5.83,3.56,3429
1.14,Ideal,F,VVS2,61.4,57.0,6.76,6.72,4.14,9070
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,7162
0.9,Good,G,VS2,63.6,58.0,6.12,6.08,3.88,4194
0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1092
0.32,Ideal,D,SI2,61.7,55.0,4.38,4.4,2.71,477
0.71,Very Good,D,SI2,59.6,63.0,5.8,5.71,3.44,1758
1.0,Premium,F,SI1,60.8,59.0,6.45,6.41,3.91,4234
0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,1775
0.54,Premium,H,SI1,61.0,58.0,5.23,5.27,3.2,1154
0.39,Very Good,G,SI2,63.2,57.0,4.65,4.57,2.92,597
0.35,Ideal,F,VVS2,61.3,55.0,4.57,4.6,2.81,806
0.53,Ideal,F,VS2,62.2,55.0,5.16,5.19,3.22,1650
1.71,Premium,E,SI1,59.1,58.0,7.76,7.8,4.6,14882
0.5,Premium,F,SI1,59.6,60.0,5.12,5.15,3.06,1282
0.74,Ideal,F,VS1,61.7,56.0,5.83,5.78,3.58,3170
1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,5076
0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81,664
0.36,Ideal,D,VS2,62.0,54.0,4.6,4.62,2.86,776
0.3,Premium,E,SI1,61.9,58.0,4.33,4.27,2.66,675
0.71,Very Good,D,SI1,63.3,59.0,5.55,5.66,3.55,2525
0.31,Ideal,D,VS2,61.5,56.0,4.37,4.35,2.68,942
0.9,Very Good,E,VS2,59.1,62.0,6.24,6.28,3.7,4580
0.24,Ideal,G,IF,61.6,57.0,3.99,4.02,2.46,559
0.34,Ideal,E,SI1,61.0,55.0,4.54,4.56,2.77,637
1.06,Premium,D,VS2,62.3,59.0,6.52,6.48,4.05,7679
1.25,Ideal,I,VS2,62.5,56.0,6.87,6.92,4.31,6419
1.05,Ideal,H,SI2,61.2,57.0,6.59,6.54,4.02,4410
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9263
0.55,Very Good,H,VS1,61.0,56.0,5.26,5.3,3.22,1643
0.9,Premium,I,VS2,59.1,59.0,6.28,6.24,3.7,3385
1.51,Good,J,SI2,58.1,64.0,7.57,7.53,4.39,6215
2.01,Premium,G,SI1,62.3,61.0,7.96,7.89,5.02,16242
0.36,Ideal,G,SI2,62.3,54.0,4.57,4.61,2.86,505
1.24,Ideal,G,SI1,62.7,56.0,6.89,6.85,4.31,4916
0.72,Ideal,G,SI2,61.5,55.0,5.79,5.82,3.57,2420
1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84,16683
0.77,Ideal,E,SI2,62.0,54.0,5.89,5.92,3.66,2563
0.91,Premium,E,SI2,61.1,59.0,6.24,6.2,3.8,3639
2.05,Premium,G,SI2,60.1,59.0,8.2,8.3,4.96,16357
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
0.32,Premium,G,VS1,62.5,60.0,4.35,4.29,2.7,828
0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,3047
0.34,Ideal,E,VS1,61.0,57.0,4.49,4.52,2.75,805
1.12,Ideal,F,VVS2,61.4,57.0,6.66,6.69,4.1,9461
0.91,Premium,G,SI2,60.4,61.0,6.28,6.21,3.77,3376
0.51,Good,D,VS2,63.1,58.0,5.08,5.13,3.22,1668
0.53,Ideal,G,VS2,61.8,56.0,5.21,5.18,3.21,1607
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,5508
0.3,Premium,G,VVS2,60.8,58.0,4.34,4.38,2.65,684
0.5,Ideal,D,SI2,62.5,55.0,5.14,5.07,3.19,1332
1.01,Ideal,I,VS1,62.5,59.0,6.33,6.41,3.98,5022
2.01,Ideal,H,VS1,61.9,57.0,8.15,8.05,5.01,17983
0.5,Very Good,D,VS2,62.8,58.0,5.03,5.07,3.17,1752
0.7,Premium,D,VS2,59.6,61.0,5.8,5.77,3.45,2859
0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1245
1.02,Ideal,G,VS2,62.5,58.0,6.36,6.44,4.0,6410
2.26,Premium,H,SI1,60.3,58.0,8.56,8.51,5.15,18426
0.42,Ideal,G,VS1,61.8,57.0,4.82,4.79,2.97,984
0.59,Ideal,G,VVS2,62.2,56.0,5.37,5.4,3.35,1966
0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
1.55,Premium,H,VS2,60.7,59.0,7.46,7.5,4.54,11738
0.42,Ideal,G,SI2,61.5,56.0,4.83,4.79,2.96,682
0.54,Premium,H,VVS2,60.6,60.0,5.31,5.29,3.21,1786
0.5,Premium,E,VS2,62.9,59.0,5.09,5.06,3.19,1746
1.38,Very Good,F,IF,58.2,60.0,7.32,7.39,4.28,17598
1.01,Ideal,G,SI1,63.0,57.0,6.37,6.4,4.02,5555
2.0,Very Good,J,VS2,60.7,60.0,8.05,8.17,4.92,13542
0.8,Ideal,F,SI2,62.0,57.0,5.96,5.98,3.7,2495
1.01,Premium,D,SI2,62.6,60.0,6.4,6.37,4.0,4338
0.56,Fair,E,VS2,64.7,60.0,5.13,5.14,3.32,1737
1.51,Good,E,I1,63.6,60.0,7.3,7.26,4.63,5647
1.04,Very Good,D,SI1,61.5,58.0,6.48,6.53,4.0,5605
1.14,Ideal,F,I1,61.7,57.0,6.7,6.67,4.13,3824
1.09,Ideal,F,SI1,62.5,57.0,6.59,6.54,4.1,5527
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,537
2.14,Very Good,J,VS2,62.8,57.0,8.27,8.16,5.16,14065
0.9,Very Good,G,VS2,63.1,56.0,6.14,6.04,3.84,4309
0.43,Ideal,G,VS1,61.9,55.0,4.84,4.86,3.0,943
0.31,Ideal,G,VS2,62.2,56.0,4.31,4.34,2.69,544
0.33,Ideal,G,VS1,61.9,55.0,4.44,4.41,2.74,854
1.53,Ideal,E,SI1,62.0,58.0,7.33,7.41,4.57,10836
1.22,Premium,G,SI2,60.2,58.0,6.92,6.9,4.16,5534
0.9,Fair,D,SI1,60.4,61.0,6.24,6.22,3.76,3812
0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,1046
1.11,Very Good,I,SI2,62.5,58.0,6.59,6.65,4.14,4442
0.9,Good,F,SI1,62.7,58.0,6.11,6.13,3.84,3780
1.04,Premium,D,VS2,61.1,60.0,6.51,6.48,3.97,7852
1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26,4294
1.12,Premium,H,SI1,61.6,59.0,6.67,6.63,4.1,5363
0.42,Very Good,G,SI1,63.0,55.0,4.77,4.81,3.02,687
0.92,Ideal,H,SI2,60.5,57.0,6.3,6.29,3.81,3854
0.73,Ideal,G,VS1,61.7,55.0,5.8,5.84,3.59,2948
1.07,Fair,E,SI2,62.2,66.0,6.57,6.48,4.06,4496
0.59,Premium,E,VS2,60.1,59.0,5.46,5.42,3.27,2578
0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,1257
1.2,Good,E,VS2,63.6,57.0,6.74,6.68,4.27,8380
1.5,Very Good,I,SI1,63.1,59.0,7.16,7.23,4.54,8291
0.54,Premium,G,VS1,61.6,58.0,5.25,5.21,3.22,1760
0.34,Premium,D,SI1,61.2,58.0,4.49,4.47,2.74,803
1.0,Premium,E,VS1,61.1,60.0,6.41,6.43,3.92,7452
1.54,Ideal,H,SI2,61.8,57.0,7.43,7.35,4.57,6095
1.55,Ideal,D,VS2,62.1,59.0,7.34,7.37,4.57,15887
0.56,Very Good,F,VS2,62.0,56.0,5.2,5.22,3.23,1614
1.07,Ideal,E,VVS2,61.7,57.0,6.61,6.55,4.06,10288
0.44,Ideal,F,VVS1,61.5,57.0,4.9,4.86,3.0,1319
0.73,Ideal,E,VS2,61.7,57.0,5.77,5.8,3.57,3649
1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,3359
0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,975
0.3,Premium,F,SI2,62.6,61.0,4.24,4.2,2.64,506
0.3,Premium,I,SI1,60.9,59.0,4.36,4.34,2.65,506
0.54,Very Good,H,SI1,61.0,57.0,5.22,5.27,3.2,1248
0.34,Good,G,VS1,63.1,57.0,4.4,4.45,2.79,686
0.32,Premium,G,SI1,60.9,58.0,4.44,4.39,2.69,612
0.72,Ideal,H,VVS2,61.8,55.0,5.75,5.77,3.56,3417
0.33,Ideal,G,VVS2,62.6,53.0,4.43,4.45,2.78,702
0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,2106
1.01,Very Good,D,SI1,62.4,58.0,6.39,6.47,4.01,4666
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1180
0.55,Premium,D,SI1,60.7,58.0,5.3,5.24,3.2,1819
0.7,Good,G,VS2,63.1,58.0,5.66,5.69,3.58,2282
1.4,Premium,I,VS1,61.6,59.0,7.22,7.17,4.43,7722
0.32,Premium,H,VS1,60.2,58.0,4.43,4.47,2.68,561
0.55,Ideal,D,SI2,60.9,57.0,5.26,5.29,3.21,1363
1.5,Premium,H,VS2,61.6,55.0,7.43,7.37,4.56,10750
1.21,Ideal,J,SI1,62.7,55.2,6.79,6.84,4.27,5390
0.33,Ideal,E,VS2,62.0,56.0,4.48,4.46,2.77,928
0.32,Very Good,D,SI1,62.8,56.0,4.34,4.35,2.73,589
0.38,Ideal,E,VS2,61.9,57.0,4.66,4.61,2.87,963
0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1891
1.32,Premium,F,VS2,60.9,59.0,7.12,7.06,4.32,10423
1.09,Premium,I,VS1,62.3,54.0,6.65,6.61,4.13,4786
1.33,Premium,H,SI1,61.9,58.0,6.98,7.04,4.34,7171
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,12979
1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,14103
1.56,Premium,E,SI2,62.4,60.0,7.36,7.41,4.61,9909
0.9,Ideal,F,SI1,60.7,57.0,6.25,6.21,3.78,4324
1.23,Very Good,H,SI1,60.3,58.0,6.93,6.96,4.19,6997
2.04,Premium,G,SI2,62.1,59.0,8.14,8.06,5.03,14900
0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,684
0.7,Premium,G,SI1,58.6,62.0,5.83,5.8,3.41,2375
1.0,Very Good,F,IF,63.9,56.0,6.31,6.34,4.04,9248
0.55,Very Good,E,VS1,61.6,55.0,5.26,5.28,3.25,1986
0.28,Ideal,F,VVS2,62.2,53.0,4.22,4.23,2.63,787
0.41,Ideal,G,VVS2,62.9,56.0,4.74,4.7,2.97,1076
0.35,Good,D,SI1,63.3,57.0,4.51,4.53,2.86,644
1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,4177
0.72,Very Good,G,SI2,63.3,58.0,5.72,5.68,3.61,2246
1.0,Very Good,G,VVS1,60.7,58.0,6.46,6.53,3.94,7945
0.7,Very Good,E,VS2,61.4,57.0,5.7,5.73,3.51,2553
0.38,Ideal,E,VVS2,62.2,56.0,4.65,4.58,2.87,1176
1.08,Ideal,I,VS2,61.9,57.0,6.54,6.61,4.07,5172
0.73,Ideal,I,VS1,61.0,56.0,5.82,5.86,3.56,2596
0.41,Good,D,SI1,63.3,55.0,4.74,4.77,3.01,738
1.03,Very Good,D,SI1,61.8,57.0,6.49,6.53,4.02,5393
0.31,Ideal,I,VS1,62.8,57.0,4.32,4.28,2.7,628
0.43,Premium,G,VVS1,62.0,59.0,4.82,4.8,2.98,1264
0.4,Ideal,D,VS2,61.7,57.0,4.72,4.75,2.92,890
1.02,Very Good,D,SI1,63.5,61.0,6.35,6.27,4.01,5598
0.3,Premium,H,VVS2,60.8,60.0,4.33,4.29,2.62,776
0.41,Premium,E,VS1,61.9,59.0,4.77,4.8,2.96,1079
0.51,Very Good,D,VVS2,63.1,58.0,5.1,5.07,3.21,2289
0.54,Very Good,F,VS1,61.8,59.0,5.15,5.22,3.21,1653
0.34,Premium,H,VS2,59.0,59.0,4.61,4.55,2.7,689
1.01,Premium,H,SI2,59.6,60.0,6.5,6.55,3.89,3665
0.71,Ideal,I,VVS2,60.4,57.0,5.78,5.81,3.5,3007
2.01,Very Good,H,SI2,63.3,60.0,7.84,7.77,4.94,10772
0.3,Ideal,I,VVS1,61.9,57.0,4.31,4.35,2.68,552
0.72,Premium,I,VS2,60.9,60.0,5.76,5.8,3.52,2216
0.3,Very Good,D,VS2,62.5,57.0,4.26,4.28,2.67,670
0.42,Very Good,D,VS1,58.4,61.0,4.91,4.95,2.88,912
0.7,Very Good,F,VS2,58.9,58.0,5.77,5.8,3.41,2362
0.5,Ideal,D,VS2,62.3,55.0,5.07,5.11,3.17,1752
0.56,Ideal,D,VS2,62.1,57.0,5.28,5.25,3.27,2066
0.52,Very Good,E,SI1,61.0,61.0,5.17,5.19,3.16,1369
0.35,Ideal,H,IF,60.5,56.0,4.59,4.56,2.77,984
0.31,Ideal,H,VS2,62.6,57.0,4.34,4.38,2.73,489
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1774
0.4,Ideal,F,SI2,61.5,56.0,4.75,4.78,2.93,764
0.41,Premium,J,VS2,61.9,59.0,4.74,4.69,2.92,784
0.63,Ideal,D,VS2,61.1,55.0,5.6,5.56,3.41,2106
1.03,Premium,H,SI2,62.3,59.0,6.42,6.46,4.01,4078
0.37,Premium,E,VS2,58.9,61.0,4.68,4.66,2.75,1041
0.32,Ideal,F,VS2,61.4,55.0,4.42,4.44,2.72,781
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3091
1.2,Good,I,VS1,61.7,62.0,6.65,6.74,4.13,5818
1.03,Ideal,G,VS1,62.0,57.0,6.45,6.48,4.0,7119
0.5,Premium,F,SI1,62.7,61.0,5.07,5.01,3.16,1286
0.4,Ideal,G,IF,61.4,55.0,4.79,4.76,2.93,1397
0.55,Premium,I,VVS1,61.3,59.0,5.27,5.3,3.24,1593
0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,954
1.38,Fair,G,SI2,61.2,59.0,7.19,7.13,4.38,4730
1.0,Very Good,G,VS2,62.7,59.0,6.32,6.38,3.98,6208
0.9,Premium,G,SI2,59.5,61.0,6.33,6.28,3.75,3326
0.25,Ideal,F,VS1,61.8,56.0,4.07,4.09,2.52,595
1.0,Good,I,VS2,59.7,64.0,6.51,6.45,3.87,4155
0.55,Very Good,D,VS2,60.4,59.0,5.29,5.34,3.21,1755
1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1,11233
1.01,Very Good,G,VS2,61.4,59.0,6.42,6.48,3.96,5944
2.01,Fair,H,SI2,65.3,56.0,7.95,7.86,5.16,10772
0.23,Ideal,F,VVS2,61.4,57.0,3.96,3.99,2.44,538
0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,1597
0.9,Very Good,G,SI2,64.2,56.0,6.04,6.11,3.9,3123
0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,1295
0.26,Ideal,G,VS2,62.3,54.0,4.09,4.1,2.55,397
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,8107
0.52,Ideal,D,VS2,61.8,57.0,5.16,5.2,3.2,1752
0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
0.93,Good,G,VS1,63.8,59.0,6.21,6.15,3.94,4425
1.23,Ideal,J,VS2,61.5,57.0,6.9,6.95,4.26,5217
0.51,Good,F,VVS2,62.4,63.0,5.05,5.08,3.16,2195
0.75,Ideal,I,VS1,61.9,54.1,5.82,5.85,3.61,2564
1.5,Ideal,F,SI1,62.7,56.0,7.25,7.35,4.58,9347
0.3,Premium,E,VS1,60.2,57.0,4.37,4.3,2.61,814
0.67,Very Good,E,SI2,63.1,58.0,5.62,5.53,3.53,1244
1.02,Very Good,D,SI1,64.2,58.0,6.32,6.35,4.07,5803
0.42,Good,E,VVS2,61.9,61.0,4.72,4.78,2.94,1042
0.36,Ideal,E,VVS2,62.0,54.0,4.56,4.6,2.84,887
1.0,Very Good,D,SI2,59.4,60.0,6.48,6.56,3.87,4543
0.35,Ideal,F,SI1,62.4,55.0,4.55,4.52,2.83,748
1.25,Ideal,D,SI2,61.9,54.4,6.9,6.93,4.28,6779
0.41,Premium,E,VS1,61.9,59.0,4.8,4.77,2.96,1153
0.48,Ideal,F,IF,62.1,55.0,5.0,5.05,3.12,2154
0.39,Ideal,E,SI2,61.0,55.0,4.74,4.77,2.9,614
1.03,Ideal,G,VS1,62.2,59.0,6.48,6.42,4.01,7211
0.56,Premium,G,SI2,60.0,60.0,5.48,5.42,3.11,1208
1.27,Premium,J,VS1,62.6,59.0,6.88,6.92,4.32,5518
0.5,Premium,F,VS2,60.6,59.0,5.13,5.03,3.08,1433
0.71,Very Good,D,VS2,59.7,55.0,5.85,5.88,3.5,3203
